,Knowledge_0,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Knowledge_10,Knowledge_11,Knowledge_12,Knowledge_13,Knowledge_14,Knowledge_15,Knowledge_16,Knowledge_17,Knowledge_18,Knowledge_19,Knowledge_20,Knowledge_21,Knowledge_22
Student_289,0.48427257,0.5161735,0.5004342,0.5082392,0.5005919,0.51937556,0.5069549,0.49702188,0.48774305,0.48711753,0.49576503,0.5260885,0.47996196,0.50236595,0.5081454,0.5004721,0.51031625,0.5218079,0.49210218,0.50469303,0.51005447,0.5092994,0.49951708
Student_290,0.48949084,0.50814307,0.5001052,0.4793085,0.5111007,0.49657467,0.51778585,0.5063969,0.4970578,0.5060188,0.47793096,0.5182298,0.49553576,0.50234294,0.4932684,0.49001923,0.49026096,0.49579245,0.4786958,0.47788566,0.47774622,0.49690115,0.4893112
Student_291,0.50423807,0.5071715,0.4786537,0.48987353,0.49018463,0.50154126,0.4905508,0.49757412,0.48691383,0.5057081,0.5002089,0.5157735,0.4784478,0.5320221,0.48347408,0.4890791,0.5120054,0.49363893,0.49263033,0.51542675,0.47824523,0.4951616,0.51350653
Student_292,0.5266413,0.51261574,0.50267017,0.49997455,0.4920123,0.5146032,0.49582264,0.49381527,0.50355905,0.4928664,0.5029543,0.51960367,0.48951095,0.51328045,0.51205766,0.5078546,0.50279784,0.49511567,0.48449722,0.5050721,0.49934384,0.5171144,0.4872896
Student_293,0.4952702,0.49770838,0.51428103,0.5130678,0.46809062,0.49147943,0.5164405,0.48777902,0.5118934,0.48550254,0.51276964,0.51406926,0.49980626,0.51887155,0.48894185,0.5014564,0.4760276,0.5106948,0.50114584,0.48879626,0.49344638,0.52423567,0.48089454
Student_294,0.48729023,0.52360743,0.49718335,0.49827623,0.52761596,0.5081033,0.48688513,0.53139913,0.47572073,0.49316844,0.52061725,0.47428608,0.48410782,0.45855436,0.49496514,0.4973263,0.48056698,0.5033937,0.5147959,0.49128702,0.5139006,0.5010217,0.48813683
Student_295,0.5014113,0.4874946,0.4905517,0.5010057,0.5023417,0.50582457,0.49298412,0.50525945,0.50192773,0.5269844,0.48514128,0.50342506,0.47690272,0.5225427,0.48722345,0.5359611,0.48785895,0.5013085,0.50368524,0.49071655,0.47121224,0.5083905,0.52935165
Student_296,0.5009751,0.49355415,0.4679739,0.4970509,0.49915278,0.5150344,0.5106796,0.50013083,0.48102376,0.5318008,0.4992034,0.49956682,0.496795,0.49731812,0.520988,0.5047252,0.5023256,0.5085559,0.5038101,0.5106043,0.4710282,0.51948947,0.5121205
Student_297,0.48791525,0.5027159,0.50749534,0.4959669,0.48837993,0.5107396,0.5043082,0.4965889,0.5414637,0.49121776,0.47628585,0.501298,0.5354374,0.50934446,0.4869378,0.5063285,0.5044064,0.48343754,0.49379638,0.48184907,0.50254744,0.50070226,0.47628188
Student_298,0.5048376,0.5013699,0.49553204,0.5130727,0.51149815,0.5021993,0.49295214,0.5097789,0.49231422,0.5130716,0.5068663,0.5051077,0.49485257,0.5208646,0.48218617,0.4849379,0.515654,0.5252863,0.49009493,0.5004327,0.5008092,0.4910283,0.49002463
Student_299,0.5108147,0.5237285,0.49110755,0.5068783,0.5176269,0.4615198,0.4958649,0.51410925,0.52363896,0.5018846,0.49397916,0.5000149,0.49629697,0.48215047,0.49209675,0.5188397,0.5165622,0.47372144,0.4961962,0.49595574,0.48147643,0.47557303,0.49998844
Student_300,0.5048485,0.4986536,0.5208614,0.4890379,0.4906351,0.4834508,0.51651794,0.5022255,0.4900631,0.50772697,0.49653006,0.5178403,0.49574175,0.47714043,0.47556576,0.51614034,0.47166705,0.48215112,0.5166147,0.51434284,0.47993284,0.52620703,0.51719624
Student_301,0.50189316,0.49974787,0.48411757,0.5049683,0.5015898,0.5256402,0.48639256,0.4695198,0.5347583,0.5180039,0.5273572,0.4949804,0.47674838,0.49536383,0.475692,0.51419055,0.50014085,0.52089465,0.52628577,0.4950849,0.49721807,0.50869805,0.51612586
Student_302,0.50273967,0.5146933,0.4868859,0.52553064,0.48841187,0.49077392,0.49428642,0.50053334,0.5193278,0.48206246,0.51796895,0.502983,0.50398713,0.5112338,0.5034931,0.5029983,0.49440226,0.5044199,0.4973609,0.5063943,0.50704104,0.51044416,0.48936662
Student_303,0.50688404,0.5060699,0.49876246,0.49848634,0.4993313,0.5221072,0.48640153,0.48944515,0.5008516,0.50119483,0.4968209,0.49937373,0.4980612,0.5003352,0.49559644,0.4818528,0.49648026,0.50955933,0.484901,0.4760599,0.4850019,0.51966476,0.49076873
Student_304,0.5067953,0.5005153,0.50269306,0.5286383,0.51117224,0.49820653,0.48028237,0.5253828,0.45933115,0.5161117,0.5200285,0.50738704,0.5041171,0.53958046,0.490446,0.5099584,0.48256946,0.49229273,0.51086617,0.49766716,0.512371,0.5053176,0.48637733
Student_305,0.4802881,0.49285662,0.51042426,0.46804947,0.5129939,0.45306435,0.49556798,0.49638355,0.5263677,0.4864483,0.498607,0.4922491,0.48301286,0.47777155,0.5043855,0.50523007,0.50093395,0.5071638,0.50536215,0.49263462,0.52287835,0.5063532,0.5093491
Student_306,0.50696325,0.5158584,0.5068669,0.48908672,0.49544933,0.49230173,0.49973378,0.4917152,0.51230913,0.5018336,0.4990744,0.48636147,0.47998106,0.50858855,0.4889947,0.5049105,0.48985934,0.51412636,0.4951532,0.4717866,0.49352515,0.49853,0.5201077
Student_307,0.4976818,0.49840873,0.52527267,0.48931038,0.52289474,0.52463704,0.5054998,0.5064421,0.51812035,0.5056714,0.49120715,0.481412,0.48914272,0.48807383,0.5047555,0.47228134,0.4861187,0.4945123,0.47808534,0.48018008,0.5036652,0.49760634,0.49485314
Student_308,0.51239336,0.504433,0.48674533,0.49143207,0.49982083,0.5289967,0.5031127,0.49380457,0.48987028,0.48252276,0.5025985,0.4938967,0.49114376,0.49403387,0.5088989,0.47894946,0.5035238,0.48699054,0.51026636,0.50012946,0.5157182,0.53057176,0.49790618
Student_309,0.48400667,0.4746014,0.46892035,0.5165498,0.52061814,0.52152526,0.515095,0.49697876,0.46271834,0.48624933,0.5011698,0.50831735,0.48466176,0.48283398,0.48767936,0.5022252,0.5160567,0.5161626,0.49515095,0.48891136,0.5053113,0.50988495,0.49912405
Student_310,0.4944885,0.5052874,0.49035588,0.5063261,0.486303,0.48857886,0.50827,0.5051298,0.49534172,0.51229876,0.4723745,0.511479,0.5140171,0.54430807,0.49089763,0.48917988,0.5083777,0.5153251,0.5055225,0.4995861,0.50103873,0.49863788,0.5113751
Student_311,0.49139833,0.503974,0.51657516,0.5009009,0.47234067,0.5100817,0.5136141,0.5130222,0.5293979,0.50935215,0.48872513,0.49825823,0.46924397,0.5081198,0.4959506,0.47389293,0.5145765,0.50493723,0.4881913,0.49950293,0.49610114,0.5004647,0.4896362
Student_312,0.5025058,0.47006452,0.5009559,0.4968346,0.503522,0.51388365,0.49159533,0.52558225,0.50090516,0.49359736,0.52595514,0.48274323,0.49104068,0.49980256,0.49807802,0.50407326,0.5164146,0.49844736,0.5104745,0.48420423,0.4868419,0.49695033,0.4886048
Student_313,0.51211345,0.48045236,0.51043385,0.4934674,0.49223673,0.49518114,0.46141177,0.50709367,0.49044904,0.50481623,0.49425906,0.49813777,0.50192976,0.49845046,0.50677764,0.51583755,0.49427268,0.50164855,0.4912616,0.49251708,0.524239,0.5040213,0.4930465
Student_314,0.5013009,0.49167213,0.51616436,0.5068441,0.49327308,0.51939553,0.49960798,0.488322,0.5356659,0.5237356,0.4955921,0.49495184,0.5294777,0.48956877,0.48869556,0.50325555,0.5078817,0.51364416,0.49949458,0.48629928,0.49312237,0.5127748,0.5302123
Student_315,0.5079057,0.52091515,0.48566416,0.4858088,0.518051,0.50580156,0.5136024,0.49748635,0.4974358,0.49078804,0.5150267,0.5042105,0.4776115,0.5121268,0.50885826,0.4872041,0.5209536,0.5072925,0.4758619,0.5154196,0.4957982,0.4509158,0.50446033
Student_316,0.46170178,0.49768642,0.49746165,0.49764347,0.4965563,0.48544422,0.5107577,0.48357642,0.52908134,0.5098421,0.49149814,0.4925201,0.50345784,0.5093928,0.5121018,0.5200629,0.518,0.5187481,0.48679414,0.52565944,0.4944813,0.4969169,0.50723386
Student_317,0.48738372,0.4966577,0.49020496,0.48856908,0.5096661,0.5114772,0.4846626,0.5032201,0.47734922,0.48595333,0.49936113,0.5124395,0.5099897,0.5186052,0.51834536,0.51663303,0.50818634,0.50462717,0.495831,0.49594054,0.48034948,0.4863144,0.48536602
Student_318,0.49977753,0.48729488,0.51026607,0.49401477,0.4988875,0.47643325,0.4878619,0.5042277,0.52487683,0.5060916,0.49740377,0.4945821,0.5046281,0.4824556,0.4922071,0.47713652,0.46781215,0.4733861,0.50607187,0.51405776,0.48859873,0.5085468,0.5031466
Student_319,0.4933329,0.45237345,0.49313205,0.49960122,0.5047383,0.5234023,0.46408874,0.49344406,0.48401785,0.48941985,0.49124658,0.48285037,0.50464875,0.49950412,0.480265,0.50154185,0.4896678,0.48306817,0.49677494,0.500095,0.50902766,0.48968866,0.5028787
Student_320,0.5187904,0.47074905,0.49325198,0.5032276,0.50339764,0.52226144,0.48501107,0.50075346,0.48191237,0.50206476,0.4962675,0.5123108,0.5216622,0.5288628,0.49840158,0.5104607,0.50372416,0.52285236,0.5073469,0.50566334,0.49875653,0.49478123,0.46934968
Student_321,0.49389303,0.5073978,0.5455075,0.5068887,0.49286422,0.5010848,0.48981282,0.48188823,0.52819604,0.50401425,0.5147218,0.48336846,0.53417015,0.51029706,0.49691206,0.49298042,0.49484754,0.49841022,0.5024077,0.5068245,0.5098236,0.5070229,0.5165656
Student_322,0.5240938,0.47139987,0.49622712,0.51951766,0.49045914,0.49451277,0.49732527,0.48657063,0.50939053,0.5151626,0.48981804,0.4852801,0.50322336,0.49973354,0.4990682,0.5174409,0.4994254,0.5111018,0.5048657,0.48932397,0.4982522,0.51071113,0.51566684
Student_323,0.522684,0.48880297,0.49716917,0.5033432,0.48939973,0.47692445,0.4979179,0.5152573,0.48961332,0.4928948,0.4865191,0.50084865,0.5080115,0.5081807,0.5166097,0.455339,0.49460784,0.5099354,0.5069146,0.50280637,0.5085972,0.5353692,0.50475144
Student_324,0.5064389,0.49862394,0.50803775,0.5013627,0.5042284,0.5036477,0.48968548,0.5063426,0.48936456,0.49810216,0.46329036,0.50067025,0.4968569,0.5132678,0.49419552,0.48492628,0.5294685,0.5002552,0.5150982,0.5075621,0.514622,0.5279923,0.49228245
Student_325,0.513407,0.4912409,0.515142,0.48949844,0.50552183,0.52283156,0.5005892,0.51141125,0.5061419,0.51009536,0.48238823,0.49530756,0.49454018,0.48593768,0.4877117,0.50780624,0.5140701,0.4752581,0.516661,0.4867443,0.4933322,0.4897532,0.5149848
Student_326,0.5081301,0.5084723,0.47567767,0.49655467,0.49266887,0.48936576,0.49303105,0.4662156,0.51214254,0.50556946,0.4882328,0.51487106,0.50685483,0.49295637,0.5082167,0.4930524,0.50417346,0.4940632,0.50545704,0.49223673,0.4749605,0.4866806,0.5059177
Student_327,0.50105065,0.50303197,0.5122245,0.4762686,0.4903155,0.5001291,0.48405877,0.5021992,0.5110531,0.48962665,0.49064508,0.50139934,0.5058428,0.4992791,0.48968092,0.5042545,0.5089609,0.51046246,0.50529194,0.49707335,0.50259113,0.48729149,0.5043567
Student_328,0.50452805,0.52362436,0.49705327,0.49386597,0.5032316,0.51169,0.5153107,0.4800888,0.5061117,0.48548052,0.48216602,0.49004295,0.5066511,0.4586067,0.4835424,0.48981237,0.4869161,0.49909267,0.5056048,0.4928177,0.49834302,0.503349,0.5232296
Student_329,0.5052376,0.4963294,0.50042886,0.49392587,0.49086323,0.5041181,0.51160914,0.49230412,0.51921177,0.49910063,0.49821463,0.47127154,0.5174412,0.48122928,0.49380052,0.48977274,0.50390005,0.51966846,0.5197569,0.4931812,0.5120604,0.50401187,0.52634966
Student_330,0.4872293,0.4900552,0.49139857,0.49715054,0.50796425,0.49389192,0.5044017,0.52765805,0.5060213,0.49643114,0.5062893,0.4814409,0.49912676,0.48501903,0.50537604,0.5021384,0.50534326,0.48908365,0.49137035,0.5047461,0.51311123,0.49600568,0.49262762
Student_331,0.4825965,0.49290383,0.5084146,0.50577766,0.49500966,0.5068281,0.5184706,0.51127213,0.51621634,0.51117903,0.5047349,0.47338971,0.48284405,0.5206008,0.5274687,0.49572507,0.51564336,0.49628535,0.49879044,0.4972901,0.5209222,0.4737257,0.47210976
Student_332,0.5204878,0.5014568,0.5099324,0.4937496,0.5063488,0.49080446,0.5043854,0.49966145,0.4914899,0.50103813,0.5020032,0.48238215,0.50335926,0.5094016,0.5160731,0.49230123,0.51040846,0.51355183,0.50108844,0.5118312,0.51315624,0.5058597,0.4901678
Student_333,0.48629984,0.48555234,0.48471814,0.49802336,0.5235238,0.50658464,0.5112966,0.5258906,0.4739409,0.48806134,0.47737285,0.4953518,0.5258762,0.5058036,0.46674737,0.510012,0.5198659,0.497553,0.50681514,0.50777155,0.5126712,0.50400084,0.493284
Student_334,0.48854518,0.48537892,0.486672,0.48395383,0.48294625,0.49975812,0.49448276,0.5048887,0.500142,0.51380277,0.5047599,0.49532324,0.5105736,0.51058435,0.48677573,0.5088244,0.51221734,0.4936927,0.5152467,0.49453655,0.5116612,0.49692106,0.49825552
Student_335,0.49975395,0.49706757,0.5102348,0.48250616,0.4845271,0.4955473,0.48865002,0.5201749,0.50605655,0.50483537,0.5166336,0.5134846,0.5140736,0.5021642,0.46838453,0.49243382,0.499741,0.5199213,0.48676702,0.5006621,0.5055442,0.4976484,0.49002507
Student_336,0.5163097,0.49488235,0.5017962,0.5221623,0.5222953,0.51025015,0.5035262,0.49430004,0.5197502,0.46926504,0.51283765,0.48763105,0.50246024,0.49994075,0.5053688,0.50102204,0.514113,0.5054818,0.47795036,0.49447766,0.4785336,0.49616605,0.49386215
Student_337,0.4909638,0.4825785,0.50521725,0.50585836,0.5097264,0.50467867,0.5058546,0.5152926,0.507418,0.48960677,0.49146318,0.48963785,0.4927145,0.49455976,0.50829804,0.49832994,0.47131395,0.50066143,0.48781362,0.5066378,0.48183188,0.51118994,0.5055951
Student_338,0.5074477,0.4927924,0.5230202,0.4787533,0.49753577,0.5141922,0.4838903,0.48609796,0.49601257,0.47971636,0.49540654,0.49834466,0.5051762,0.5116464,0.51555014,0.49722245,0.4924526,0.5013838,0.5115212,0.5118182,0.50231314,0.49565068,0.51231253
Student_339,0.53133744,0.5240172,0.49961764,0.4907977,0.53030294,0.49999344,0.48765364,0.4975235,0.48416087,0.51038283,0.4885182,0.48327187,0.48589242,0.48805934,0.5092621,0.48525876,0.514022,0.4944793,0.49377888,0.5191243,0.49847355,0.510012,0.5260753
Student_340,0.52140796,0.47630054,0.481473,0.5270138,0.5181801,0.50970656,0.48042607,0.50217474,0.52663475,0.49386707,0.4987035,0.50129825,0.4897231,0.50372624,0.47958708,0.47409466,0.46015018,0.50284064,0.48617098,0.4996993,0.48368394,0.4998365,0.53050387
Student_341,0.4925795,0.49608552,0.5077187,0.49101648,0.49462217,0.5030674,0.5227004,0.5036915,0.5224138,0.48170248,0.51528186,0.49399632,0.48313102,0.52223843,0.50431997,0.50287914,0.49808133,0.4797405,0.48965272,0.5108344,0.49588355,0.51925474,0.4940171
Student_342,0.5090411,0.49171945,0.4910765,0.5086787,0.50840807,0.49443623,0.49629474,0.4977183,0.5068891,0.49111095,0.5142731,0.48695782,0.49691695,0.5018658,0.47316992,0.48834667,0.4928802,0.49603495,0.5066339,0.5067709,0.485405,0.49731714,0.49876097
Student_343,0.49550533,0.4885264,0.4856535,0.50681806,0.49483714,0.5021434,0.510432,0.4938483,0.49418113,0.5103704,0.48762074,0.49594533,0.48728392,0.51433086,0.5067922,0.5170302,0.4816341,0.48174825,0.4760958,0.51410836,0.5127006,0.49843487,0.509906
Student_344,0.48230192,0.49746093,0.48114747,0.5035176,0.4615708,0.4837961,0.48571128,0.4764156,0.50245893,0.48764378,0.507086,0.48905405,0.5024527,0.5046555,0.4805888,0.51288223,0.5099084,0.49910977,0.50501686,0.5239701,0.48511043,0.4918696,0.49662322
Student_345,0.52409774,0.473877,0.49430698,0.48975146,0.5128271,0.5060223,0.488113,0.50552034,0.46392518,0.5125404,0.48383883,0.49744913,0.5148184,0.502701,0.48193762,0.52355057,0.509825,0.50845194,0.49472183,0.48659807,0.47483072,0.51703703,0.48992467
Student_346,0.48540118,0.49237704,0.5032807,0.50544006,0.493701,0.4862136,0.53058916,0.48222768,0.5269392,0.50985223,0.49676934,0.49981052,0.50641704,0.47204235,0.50864416,0.48410276,0.49973282,0.5127403,0.4863858,0.5094825,0.48679912,0.50693846,0.5210176
Student_347,0.50426155,0.50032145,0.4876118,0.51344144,0.4978241,0.5054003,0.51023227,0.5072117,0.49565512,0.48577312,0.51010376,0.52750117,0.5019446,0.5058524,0.46451017,0.49897262,0.5051866,0.4955401,0.5035871,0.4995999,0.49008083,0.51473385,0.49298412
Student_348,0.53839177,0.5077891,0.50853693,0.5095505,0.51629025,0.4955812,0.5007726,0.48596212,0.48320684,0.48679867,0.4978505,0.45643997,0.49040678,0.506603,0.48077664,0.5082768,0.4932629,0.49147993,0.47904924,0.5206993,0.5083075,0.521271,0.4807848
Student_349,0.48517928,0.49900645,0.5259816,0.52719873,0.4920747,0.4961096,0.4833572,0.4911404,0.49301326,0.50407124,0.49215594,0.51155597,0.4981929,0.4998209,0.49203688,0.5099775,0.51043355,0.49970955,0.4940414,0.4895466,0.49227625,0.50159997,0.5371729
Student_350,0.508431,0.4875007,0.4992121,0.50594705,0.50607806,0.50936335,0.5133228,0.48505607,0.4819931,0.4812824,0.4694815,0.4961977,0.5134781,0.541533,0.48820013,0.5312184,0.49427018,0.5134697,0.51446795,0.5088954,0.523007,0.5102467,0.4796049
Student_351,0.5028573,0.49107903,0.5032509,0.51240945,0.4955503,0.47922984,0.48064023,0.4901207,0.4924818,0.47796524,0.49958533,0.51605684,0.52812064,0.49675262,0.50379795,0.4811429,0.4921239,0.48193368,0.50302047,0.48512405,0.52833223,0.49913022,0.5126489
Student_352,0.4865025,0.48497227,0.5010283,0.5049253,0.50502974,0.5043403,0.50699437,0.49761125,0.5099974,0.50395066,0.49987844,0.5216491,0.49475536,0.4801017,0.5073051,0.46662098,0.4968334,0.5239701,0.500654,0.5108335,0.49539748,0.49668357,0.4765272
Student_353,0.4885606,0.5193879,0.48433083,0.49369997,0.49451503,0.47434053,0.48448008,0.5043801,0.49559486,0.50601864,0.49987486,0.5245946,0.47675613,0.5155522,0.50380224,0.5076102,0.5034957,0.48630586,0.5094927,0.5121505,0.49220914,0.51966006,0.5231662
Student_354,0.5015898,0.48447633,0.4859861,0.5180684,0.48522046,0.5172648,0.5193905,0.504313,0.5042939,0.49327505,0.4907038,0.5117811,0.48875087,0.48869762,0.5372774,0.52678394,0.51244617,0.49749562,0.47017634,0.512836,0.5057725,0.47482952,0.5147984
Student_355,0.5238556,0.4881434,0.51239026,0.5053577,0.49606383,0.5219978,0.5024247,0.4911383,0.4747114,0.47202694,0.47043565,0.49185646,0.48999733,0.51387334,0.4780371,0.4795167,0.50018585,0.48008978,0.48758838,0.49690342,0.47323152,0.513027,0.48779836
Student_356,0.47977155,0.5015888,0.48630625,0.49752566,0.4978919,0.49712402,0.4991105,0.49846882,0.50188136,0.501548,0.49627432,0.49319884,0.5078962,0.51312685,0.4955065,0.49624482,0.50593096,0.49970847,0.48686647,0.5029714,0.51596683,0.5123561,0.49098876
Student_357,0.4843482,0.519387,0.497975,0.49331376,0.49453247,0.51001555,0.50507736,0.4971582,0.50194067,0.4998807,0.47287208,0.5095312,0.4998085,0.5216411,0.5058514,0.49015892,0.4867889,0.5181319,0.4792661,0.5055772,0.48618534,0.50502497,0.50272846
Student_358,0.49263695,0.4737111,0.49169514,0.4913215,0.49055934,0.5229892,0.48936394,0.5074544,0.49807388,0.5355825,0.49988702,0.49975592,0.48894867,0.51842016,0.47510508,0.49095032,0.49390697,0.49245647,0.5031697,0.48995122,0.5100952,0.50126135,0.4966057
Student_359,0.50762963,0.5227125,0.49084324,0.49869093,0.48276123,0.5098365,0.5028912,0.48204905,0.50439554,0.5008043,0.51161945,0.50264096,0.5150685,0.46443674,0.5333861,0.5173897,0.5008938,0.47515225,0.52665204,0.507669,0.5173723,0.50148934,0.50530106
Student_360,0.508876,0.50490254,0.4967828,0.5064912,0.485128,0.50020677,0.50057936,0.50731915,0.51978827,0.51072717,0.49257168,0.48086372,0.4873206,0.48493952,0.4899596,0.48171195,0.5164942,0.50775355,0.50109607,0.51467794,0.49106395,0.48249096,0.4863101
Student_361,0.51472354,0.49425328,0.48189405,0.48187658,0.49902594,0.49608928,0.49453247,0.5110366,0.514825,0.4951651,0.50388443,0.4807906,0.5002072,0.49138373,0.51371163,0.51102686,0.47814912,0.5204963,0.49267814,0.48571703,0.4966191,0.5098394,0.5154327
Student_362,0.52195406,0.4940057,0.50545913,0.5061514,0.47259673,0.4859146,0.501366,0.4968602,0.5172093,0.47673327,0.49986973,0.5090783,0.495726,0.507893,0.5101386,0.4863544,0.5083878,0.49116156,0.51834214,0.48105624,0.46811312,0.500211,0.5300082
Student_363,0.49064073,0.48954168,0.5076131,0.49439508,0.50239253,0.5057333,0.50933826,0.5189567,0.5109016,0.5074651,0.516644,0.51504236,0.5008302,0.5202676,0.52193874,0.5063,0.5005148,0.48799622,0.5128219,0.50429964,0.5105828,0.51706713,0.49711165
Student_364,0.5151293,0.48260337,0.49811912,0.49776888,0.48217097,0.50111574,0.4956734,0.491953,0.48433396,0.48307243,0.521072,0.5252572,0.507369,0.50211877,0.5142617,0.47887814,0.5007439,0.49466512,0.49112228,0.5240776,0.51791227,0.50151736,0.50310236
Student_365,0.4900554,0.49353787,0.526858,0.5143707,0.4728731,0.50982517,0.51061076,0.49191964,0.5144264,0.51178646,0.5139877,0.5057061,0.50140464,0.5277616,0.50188303,0.48518085,0.5054638,0.52272433,0.50461024,0.510054,0.4752182,0.5124836,0.4915796
Student_366,0.50678504,0.49456897,0.4882461,0.4971886,0.49797264,0.51509,0.52220595,0.5124477,0.478078,0.49922088,0.49708837,0.5097508,0.48813683,0.5029844,0.48454466,0.5127683,0.5182839,0.49319074,0.4937693,0.5011532,0.5000066,0.498676,0.48915917
Student_367,0.5224025,0.51666576,0.5093493,0.49253067,0.4814854,0.5024723,0.52656204,0.49504694,0.487934,0.50330544,0.5036856,0.515049,0.4843523,0.49982458,0.5123878,0.50310856,0.5065557,0.50280166,0.5018737,0.51843435,0.52628267,0.5011019,0.5126463
Student_368,0.52477217,0.5048977,0.5088135,0.48997048,0.52175754,0.5026866,0.48484203,0.5053013,0.47716042,0.5008845,0.49266276,0.5001334,0.5198691,0.5000449,0.51439595,0.50912464,0.47018698,0.52494013,0.48893255,0.47682172,0.5176133,0.5206696,0.4645854
Student_369,0.47768462,0.53512675,0.49396318,0.5291452,0.4818556,0.48637918,0.49433932,0.50991976,0.49891505,0.5049871,0.5014212,0.49275002,0.52686936,0.49289063,0.5101074,0.4869637,0.4952838,0.4903832,0.5015366,0.5055603,0.49381253,0.49238247,0.49620363
Student_370,0.5162404,0.4732846,0.49759513,0.49353045,0.48824984,0.5093474,0.48876858,0.48760363,0.50135475,0.5185767,0.48988646,0.501707,0.47441834,0.511798,0.5067061,0.5339381,0.5021634,0.4956848,0.4932608,0.48851565,0.46262246,0.49015015,0.5173721
Student_371,0.51568127,0.49908164,0.50340176,0.50084275,0.51398134,0.5047309,0.49738908,0.5242307,0.5204187,0.4864263,0.5238142,0.46823156,0.49312556,0.49875155,0.51119035,0.51640165,0.4902916,0.51615894,0.4961798,0.4986639,0.50179976,0.50537723,0.49600247
Student_372,0.48033032,0.47677928,0.47473314,0.48826236,0.51395744,0.4986728,0.4835907,0.5162668,0.4878777,0.46727288,0.488573,0.47984147,0.5107249,0.5113945,0.5142602,0.52644604,0.53847855,0.5042461,0.5006458,0.5190421,0.48962992,0.52116877,0.4987117
Student_373,0.47488537,0.5199588,0.5024783,0.51485175,0.5035548,0.49356818,0.50437397,0.50511044,0.51993364,0.4967011,0.5068045,0.5109865,0.4979686,0.49938807,0.490905,0.4895155,0.5190912,0.50453174,0.50631976,0.48902366,0.50786245,0.48530996,0.49561834
Student_374,0.48393586,0.51164514,0.5094853,0.52315164,0.5090349,0.5154416,0.5170389,0.5271173,0.480284,0.49972668,0.51141816,0.48345593,0.5055705,0.4868919,0.5028814,0.5054121,0.49162996,0.5066663,0.5069201,0.48672307,0.50482255,0.49738553,0.49136057
Student_375,0.5125166,0.51333934,0.47249627,0.5065778,0.5091863,0.4898388,0.47792444,0.5084244,0.50066775,0.49957407,0.49533796,0.49773666,0.5245877,0.5054989,0.4967299,0.48087752,0.5183089,0.5132321,0.52812326,0.5090237,0.49236694,0.49730933,0.4975933
Student_376,0.50375706,0.47291633,0.507379,0.5155377,0.4986836,0.47446996,0.5060945,0.5153625,0.50287074,0.47889543,0.5071195,0.5116643,0.49785182,0.512876,0.51283896,0.5011112,0.49515295,0.49156663,0.5000274,0.48080027,0.5148724,0.5077353,0.5029731
Student_377,0.5180534,0.50311476,0.4911626,0.4974713,0.50200933,0.5133264,0.45960462,0.5081231,0.4855828,0.5086665,0.5015814,0.5112567,0.51037747,0.47288877,0.4972761,0.46286255,0.47743192,0.49972972,0.53371245,0.5107772,0.50992256,0.50104856,0.51401454
Student_378,0.49887002,0.48271558,0.5041424,0.5284074,0.49732396,0.5052746,0.5002941,0.50786364,0.49578923,0.49135056,0.48986894,0.49880242,0.48544377,0.49834135,0.47452772,0.5086327,0.504442,0.49469194,0.4921403,0.49431962,0.49105206,0.49114943,0.49011648
Student_379,0.49610677,0.48546928,0.49659136,0.4910718,0.5003199,0.52772,0.5076281,0.51695913,0.50859284,0.49212134,0.5348278,0.47966835,0.49290028,0.48996818,0.49076557,0.4862136,0.49528953,0.5052532,0.48771647,0.4881933,0.5090248,0.53683317,0.49715796
Student_380,0.49448338,0.5084985,0.5112426,0.48618078,0.47894168,0.48865923,0.5024047,0.48215568,0.48534146,0.5202306,0.51220644,0.513493,0.517586,0.47224167,0.5064399,0.50043,0.50761503,0.49477038,0.50349057,0.5036771,0.5088583,0.5247137,0.4955723
Student_381,0.48881063,0.4617357,0.5111292,0.49066505,0.45412728,0.5219475,0.51948273,0.5137468,0.4921693,0.47267118,0.49304074,0.51710284,0.48965153,0.5063332,0.47430685,0.5081523,0.4843952,0.4908041,0.49950102,0.5076681,0.50296634,0.5333012,0.47284907
Student_382,0.4870458,0.49962655,0.4932029,0.47329998,0.51862955,0.4906654,0.500346,0.5045486,0.49084902,0.4852761,0.49591967,0.5026075,0.5145908,0.5016365,0.47574723,0.49355227,0.5059132,0.49009904,0.4826392,0.51865685,0.4770839,0.49665087,0.4914679
Student_383,0.5160841,0.5049736,0.52214414,0.4834909,0.48649183,0.4971846,0.50609344,0.49534512,0.48542365,0.4953105,0.5128208,0.49483573,0.5028564,0.5177834,0.49879295,0.52599275,0.4953777,0.50085455,0.48986095,0.5062623,0.47757652,0.49204198,0.5166673
Student_384,0.4804801,0.5075079,0.48692492,0.5144331,0.5294891,0.5008377,0.52280504,0.49354032,0.4880582,0.48533556,0.529061,0.5005224,0.48811615,0.48932305,0.4974732,0.50694424,0.5157858,0.52396166,0.49516943,0.51156205,0.48674878,0.5066362,0.48754147
Student_385,0.49574837,0.48063636,0.50836706,0.5043343,0.49000263,0.50271314,0.49456444,0.5208016,0.5139687,0.5042722,0.476029,0.497842,0.51207966,0.49412057,0.5104406,0.50102097,0.5034713,0.4711761,0.49631423,0.49226758,0.48952636,0.5013162,0.5147047
